row_id,GEOIDFQ,geocoded_state,geocoded_latitude,geocoded_longitude,join_type,original_latitude,original_longitude,project,city,state,priinvest,pubinvest,totinvest,jobs,tech,company_name,category,public,private,Representative,Party,District,Census Region
401,5001900US4825,Texas,32.7,-97.12,geometry and state name,32.7,-97.12,Energy Efficiency and Conservation Block Grant Program,,Texas,0,369400,369400,0,Other,"Arlington, City of",All,Yes,No,Rep. Roger Williams ,Republican,TX-25,South
402,5001900US0650,California,32.71,-117.16,geometry and state name,32.71,-117.16,Industrial Research and Assessment Centers,,California,0,1399997,1399997,0,Other,San Diego State University Foundation,All - Manufacturing,Yes,No,Rep. Scott Peters ,Democrat,CA-50,West
403,5001900US0650,California,32.71,-117.16,geometry and state name,32.71,-117.16,Energy Efficiency and Conservation Block Grant Program,,California,0,526750,526750,0,Other,SDC Planning & Development,All,Yes,No,Rep. Scott Peters ,Democrat,CA-50,West
404,5001900US0650,California,32.71,-117.16,geometry and state name,32.71,-117.16,Energy Efficiency and Conservation Block Grant Program,,California,0,1185290,1185290,0,Other,CITY OF SAN DIEGO SUSTAINABILITY DEPARTMENT MS-1101B,All,Yes,No,Rep. Scott Peters ,Democrat,CA-50,West
405,5001900US4812,Texas,32.75,-97.33,geometry and state name,32.75,-97.33,Energy Efficiency and Conservation Block Grant Program,,Texas,0,306040,306040,0,Other,TARRANT COUNTY,All,Yes,No,Rep. Craig Goldman ,Republican,TX-12,South
406,5001900US4812,Texas,32.75,-97.33,geometry and state name,32.75,-97.33,Energy Efficiency and Conservation Block Grant Program,,Texas,0,785490,785490,0,Other,"Fort Worth, City of",All,Yes,No,Rep. Craig Goldman ,Republican,TX-12,South
407,5001900US0651,California,32.77,-117.02,geometry and state name,32.77,-117.02,Energy Efficiency and Conservation Block Grant Program,,California,0,120950,120950,0,Other,CITY OF LA MESA,All,Yes,No,Rep. Sara Jacobs ,Democrat,CA-51,West
408,5001900US4830,Texas,32.77,-96.8,geometry and state name,32.77,-96.8,Energy Efficiency and Conservation Block Grant Program,,Texas,0,1132070,1132070,0,Other,"DALLAS, CITY OF",All,Yes,No,Rep. Jasmine Crockett ,Democrat,TX-30,South
409,5001900US0650,California,32.724,-117.171,geometry and state name¹,32.78,-117.2,South 8 Technologies,San Diego,California,0,0,0,0,Batteries,South 8 Technologies,All - Manufacturing,No,Yes,Rep. Scott Peters ,Democrat,CA-50,West
410,5001900US0650,California,32.724,-117.171,geometry and state name¹,32.78,-117.2,KULR,San Diego,California,0,0,0,0,Batteries,KULR,All - Manufacturing,No,Yes,Rep. Scott Peters ,Democrat,CA-50,West
411,5001900US0402,Arizona,32.78,-111.5,geometry and state name,32.78,-111.5,Nikola,Coolidge,Arizona,0,0,0,0,Batteries,Nikola,All - Manufacturing,No,Yes,Rep. Elijah Crane ,Republican,AZ-02,West
412,5001900US4825,Texas,32.78,-97.09,geometry and state name,32.78,-97.09,Siemens,Grand Prairie,Texas,10000000,0,10000000,0,Electric Vehicles,Siemens,All - Manufacturing,No,Yes,Rep. Roger Williams ,Republican,TX-25,South
413,5001900US0406,Arizona,32.78,-111.59,geometry and state name,32.78,-111.59,Cirba Solutions,Eloy,Arizona,0,0,0,110,Batteries,Cirba Solutions,All - Manufacturing,No,Yes,Rep. Juan Ciscomani ,Republican,AZ-06,West
414,5001900US4832,Texas,32.78,-96.7,geometry and state name,32.78,-96.7,Hexagon Purus,Mesquite,Texas,0,0,0,250,Electric Vehicles,Hexagon Purus,All - Manufacturing,No,Yes,Rep. Julie Johnson ,Democrat,TX-32,South
415,5001900US0648,California,32.776,-116.881,geometry and state name¹,32.78,-117,RYVID,El Cajon,California,84000000,0,84000000,647,Batteries,RYVID,All - Manufacturing,No,Yes,Rep. Darrell Issa ,Republican,CA-48,West
416,5001900US4805,Texas,32.78,-96.59,geometry and state name,32.78,-96.59,Canadian Solar,Mesquite,Texas,250000000,0,250000000,1500,Solar,Canadian Solar,All - Manufacturing,No,Yes,Rep. Lance Gooden ,Republican,TX-05,South
417,5001900US0651,California,32.79,-116.96,geometry and state name,32.79,-116.96,Energy Efficiency and Conservation Block Grant Program,,California,0,155020,155020,0,Other,"El Cajon, City Of",All,Yes,No,Rep. Sara Jacobs ,Democrat,CA-51,West
418,5001900US4501,South Carolina,32.79,-79.86,geometry and state name,32.79,-79.86,Energy Efficiency and Conservation Block Grant Program,,South Carolina,0,142750,142750,0,Other,TOWN OF MOUNT PLEASANT TOWN HALL,All,Yes,No,Rep. Nancy Mace ,Republican,SC-01,South
419,5001900US0648,California,32.83,-116.77,geometry and state name,32.83,-116.77,Energy Efficiency and Conservation Block Grant Program,,California,0,10000,10000,0,Other,Ewiiaapaayp Band of Kumeyaay Indians,All,Yes,No,Rep. Darrell Issa ,Republican,CA-48,West
420,5001900US0625,California,32.84,-115.56,geometry and state name,32.84,-115.56,Smart Grid Investment Matching Grants Program,,California,0,18379396,18379396,0,Grid,IMPERIAL IRRIGATION DISTRICT,All,Yes,No,Rep. Raul Ruiz ,Democrat,CA-25,West
421,5001900US0625,California,32.84,-115.56,geometry and state name,32.84,-115.56,Industrial Research and Assessment Centers,,California,0,1734987,1734987,0,Other,IMPERIAL COMMUNITY COLLEGE DISTRICT,All - Manufacturing,Yes,No,Rep. Raul Ruiz ,Democrat,CA-25,West
422,5001900US0650,California,32.724,-117.171,geometry and state name¹,32.89,-117.2,Unigrid Battery,San Diego,California,0,0,0,0,Batteries,Unigrid Battery,All - Manufacturing,No,Yes,Rep. Scott Peters ,Democrat,CA-50,West
423,5001900US0650,California,32.724,-117.171,geometry and state name¹,32.89,-117.2,Wildcat Discovery Technologies,San Diego,California,0,0,0,0,Batteries,Wildcat Discovery Technologies,All - Manufacturing,No,Yes,Rep. Scott Peters ,Democrat,CA-50,West
424,5001900US0648,California,32.994,-117.03,geometry and state name¹,32.89,-117,NeoVolta,Poway,California,0,0,0,0,Batteries,NeoVolta,All - Manufacturing,No,Yes,Rep. Darrell Issa ,Republican,CA-48,West
425,5001900US0406,Arizona,32.891,-111.754,geometry and state name¹,32.89,-111.8,Lucid,Casa Grande,Arizona,0,0,0,0,Electric Vehicles,Lucid,All - Manufacturing,No,Yes,Rep. Juan Ciscomani ,Republican,AZ-06,West
426,5001900US4804,Texas,32.89,-96.45,geometry and state name,32.89,-96.45,Ballard Power Systems,Rockwall,Texas,254000000,0,254000000,0,Hydrogen,Ballard Power Systems,All - Manufacturing,No,Yes,Rep. Patrick Fallon ,Republican,TX-04,South
427,5001900US0406,Arizona,32.891,-111.754,geometry and state name¹,32.89,-111.8,Ecobat,Casa Grande,Arizona,0,0,0,60,Batteries,Ecobat,All - Manufacturing,No,Yes,Rep. Juan Ciscomani ,Republican,AZ-06,West
428,5001900US4806,Texas,32.89,-96.9,geometry and state name,32.89,-96.9,Siemens,Carrollton,Texas,0,0,0,100,Electric Vehicles,Siemens,All - Manufacturing,No,Yes,Rep. Jake Ellzey Sr.,Republican,TX-06,South
429,5001900US1303,Georgia,32.89,-85.09,geometry and state name,32.89,-85.09,Kia,West Point,Georgia,200000000,0,200000000,200,Electric Vehicles,Kia,All - Manufacturing,No,Yes,Rep. Brian Jack ,Republican,GA-03,South
430,5001900US4506,South Carolina,32.89,-80.09,geometry and state name,32.89,-80.09,Bosch,Charleston,South Carolina,260000000,0,260000000,350,Electric Vehicles,Bosch,All - Manufacturing,No,Yes,Rep. James Clyburn ,Democrat,SC-06,South
431,5001900US0402,Arizona,33,-112,geometry and state name³,33,-112,VRB Energy,,Arizona,20000000,0,20000000,0,Batteries,VRB Energy,All - Manufacturing,No,Yes,Undetermined,Republican,,West
432,5001900US4833,Texas,32.771,-97.291,geometry and state name¹,33,-97.29,LG Electronics,Fort Worth,Texas,0,0,0,0,Electric Vehicles,LG Electronics,All - Manufacturing,No,Yes,Rep. Marc Veasey ,Democrat,TX-33,South
433,5001900US4804,Texas,33.057,-96.731,geometry and state name¹,33,-96.79,Delta Electronics,Plano,Texas,0,0,0,0,Electric Vehicles,Delta Electronics,All - Manufacturing,No,Yes,Rep. Patrick Fallon ,Republican,TX-04,South
434,5001900US4501,South Carolina,33.013,-80.107,geometry and state name¹,33,-80.09,Mercedes-Benz,Ladson,South Carolina,58000000,0,58000000,0,Electric Vehicles,Mercedes-Benz,All - Manufacturing,No,Yes,Rep. Nancy Mace ,Republican,SC-01,South
435,5001900US4826,Texas,33.053,-97.472,geometry and state name¹,33,-97.4,A-Gas,Rhome,Texas,0,0,0,0,Heat Pumps & Clean HVAC,A-Gas,All - Manufacturing,No,Yes,Rep. Brandon Gill ,Republican,TX-26,South
436,5001900US0106,Alabama,32.934,-86.096,geometry and state name¹,33,-86,Westwater Resources,Kellyton,Alabama,202000000,0,202000000,100,Batteries,Westwater Resources,All - Manufacturing,No,Yes,Rep. Gary Palmer ,Republican,AL-06,South
437,5001900US4833,Texas,32.771,-97.291,geometry and state name¹,33,-97.29,MP Materials,Fort Worth,Texas,700000000,0,700000000,150,Electric Vehicles,MP Materials,All - Manufacturing,No,Yes,Rep. Marc Veasey ,Democrat,TX-33,South
438,5001900US4804,Texas,33.057,-96.731,geometry and state name¹,33,-96.7,SK Signet,Plano,Texas,24000000,0,24000000,183,Electric Vehicles,SK Signet,All - Manufacturing,No,Yes,Rep. Patrick Fallon ,Republican,TX-04,South
439,5001900US4506,South Carolina,33,-80.7,geometry and state name,33,-80.7,Pomega Energy Storage,Walterboro,South Carolina,279000000,0,279000000,575,Batteries,Pomega Energy Storage,All - Manufacturing,No,Yes,Rep. James Clyburn ,Democrat,SC-06,South
440,5001900US4506,South Carolina,33.01,-80.17,geometry and state name,33.01,-80.17,Electric Grid Upgrade Pgm- Ensuring Reliability & Resiliency,,South Carolina,0,800000,800000,0,Grid,Advanced Technology International,All,Yes,No,Rep. James Clyburn ,Democrat,SC-06,South
441,5001900US4506,South Carolina,33.01,-80.17,geometry and state name,33.01,-80.17,Electric Grid Upgrade Pgm- Ensuring Reliability & Resiliency,,South Carolina,0,28900000,28900000,0,Grid,Advanced Technology International,All,Yes,No,Rep. James Clyburn ,Democrat,SC-06,South
442,5001900US4506,South Carolina,33.01,-80.17,geometry and state name,33.01,-80.17,Electric Grid Upgrade Pgm- Ensuring Reliability & Resiliency,,South Carolina,0,12000,12000,0,Grid,Advanced Technology International,All,Yes,No,Rep. James Clyburn ,Democrat,SC-06,South
443,5001900US4506,South Carolina,33.01,-80.17,geometry and state name,33.01,-80.17,Smart Grid Investment Matching Grants Program,,South Carolina,0,810000,810000,0,Grid,Advanced Technology International,All,Yes,No,Rep. James Clyburn ,Democrat,SC-06,South
444,5001900US4506,South Carolina,33.01,-80.17,geometry and state name,33.01,-80.17,Smart Grid Investment Matching Grants Program,,South Carolina,0,30000000,30000000,0,Grid,Advanced Technology International,All,Yes,No,Rep. James Clyburn ,Democrat,SC-06,South
445,5001900US4506,South Carolina,33.01,-80.17,geometry and state name,33.01,-80.17,IRA Section 50153 Interregional and Offshore Wind,,South Carolina,0,43750,43750,0,Offshore wind,Advanced Technology International,All,Yes,No,Rep. James Clyburn ,Democrat,SC-06,South
446,5001900US4506,South Carolina,33.01,-80.17,geometry and state name,33.01,-80.17,IRA Section 50153 Interregional and Offshore Wind,,South Carolina,0,1250000,1250000,0,Offshore wind,Advanced Technology International,All,Yes,No,Rep. James Clyburn ,Democrat,SC-06,South
447,5001900US0402,Arizona,33.03,-111.38,geometry and state name,33.03,-111.38,Energy Efficiency and Conservation Block Grant Program,,Arizona,0,391250,391250,0,Other,PINAL COUNTY ARIZONA,All,Yes,No,Rep. Elijah Crane ,Republican,AZ-02,West
448,5001900US0649,California,33.1,-117.3,geometry and state name,33.1,-117.3,American Lithium Energy Corp.,Carlsbad,California,6000000,0,6000000,0,Batteries,American Lithium Energy Corp.,All - Manufacturing,No,Yes,Rep. Mike Levin ,Democrat,CA-49,West
449,5001900US0504,Arkansas,33.1,-92.7,geometry and state name,33.1,-92.7,Standard Lithium,El Dorado,Arkansas,365000000,0,365000000,0,Batteries,Standard Lithium,All - Manufacturing,No,Yes,Rep. Bruce Westerman ,Republican,AR-04,South
450,5001900US0649,California,33.1,-117.3,geometry and state name,33.1,-117.3,Aptera,Carlsbad,California,48000000,0,48000000,0,Electric Vehicles,Aptera,All - Manufacturing,No,Yes,Rep. Mike Levin ,Democrat,CA-49,West
451,5001900US4501,South Carolina,33.1,-80.2,geometry and state name,33.1,-80.2,Volvo,Ridgeville,South Carolina,118000000,0,118000000,0,Electric Vehicles,Volvo,All - Manufacturing,No,Yes,Rep. Nancy Mace ,Republican,SC-01,South
452,5001900US4801,Texas,33.221,-94.985,geometry and state name¹,33.1,-95,Priefert Steel (Nevados),Mount Pleasant,Texas,0,0,0,0,Solar,Priefert Steel (Nevados),All - Manufacturing,No,Yes,Rep. Nathaniel Moran ,Republican,TX-01,South
453,5001900US4506,South Carolina,33.1,-80.29,geometry and state name,33.1,-80.29,Redwood Materials,Charleston,South Carolina,3500000000,0,3500000000,1500,Batteries,Redwood Materials,All - Manufacturing,No,Yes,Rep. James Clyburn ,Democrat,SC-06,South
454,5001900US0625,California,33.1,-115.7,geometry and state name,33.1,-115.7,Statevolt,Imperial Valley,California,4000000000,0,4000000000,2500,Batteries,Statevolt,All - Manufacturing,No,Yes,Rep. Raul Ruiz ,Democrat,CA-25,West
455,5001900US0649,California,33.15,-117.35,geometry and state name,33.15,-117.35,Energy Storage Demonstration Pilot Grant Program,,California,0,8796815,8796815,0,Grid,SMARTVILLE INC,All,Yes,No,Rep. Mike Levin ,Democrat,CA-49,West
456,5001900US4803,Texas,33.2,-96.59,geometry and state name,33.2,-96.59,Princeton NuEnergy,McKinney,Texas,0,0,0,0,Batteries,Princeton NuEnergy,All - Manufacturing,No,Yes,Rep. Keith Self ,Republican,TX-03,South
457,5001900US0504,Arkansas,33.2,-93.5,geometry and state name,33.2,-93.5,ExxonMobil,Walker Creek,Arkansas,0,0,0,0,Batteries,ExxonMobil,All - Manufacturing,No,Yes,Rep. Bruce Westerman ,Republican,AR-04,South
458,5001900US0504,Arkansas,33.2,-93.2,geometry and state name,33.2,-93.2,Albemarle,Magnolia,Arkansas,0,0,0,0,Batteries,Albemarle,All - Manufacturing,No,Yes,Rep. Bruce Westerman ,Republican,AR-04,South
459,5001900US0107,Alabama,33.2,-87.2,geometry and state name,33.2,-87.2,Moment Energy,Vance,Alabama,0,0,0,0,Batteries,Moment Energy,All - Manufacturing,No,Yes,Rep. Terri Sewell ,Democrat,AL-07,South
460,5001900US0107,Alabama,33.2,-87.4,geometry and state name,33.2,-87.4,Li-Cycle,Tuscaloosa,Alabama,19000000,0,19000000,78,Batteries,Li-Cycle,All - Manufacturing,No,Yes,Rep. Terri Sewell ,Democrat,AL-07,South
461,5001900US0625,California,33.2,-115.59,geometry and state name,33.2,-115.59,Controlled Thermal Resources,Imperial,California,100000000,0,100000000,1400,Batteries,Controlled Thermal Resources,All - Manufacturing,No,Yes,Rep. Raul Ruiz ,Democrat,CA-25,West
462,5001900US0107,Alabama,33.2,-87.53,geometry and state name,33.2,-87.53,Building Training and Assessment Centers,,Alabama,0,900000,900000,0,Other,University of Alabama,All,Yes,No,Rep. Terri Sewell ,Democrat,AL-07,South
463,5001900US0107,Alabama,33.2,-87.53,geometry and state name,33.2,-87.53,Energy Efficiency and Conservation Block Grant Program,,Alabama,0,158340,158340,0,Other,"TUSCALOOSA, CITY OF",All,Yes,No,Rep. Terri Sewell ,Democrat,AL-07,South
464,5001900US0649,California,33.21,-117.32,geometry and state name,33.21,-117.32,Industrial Research and Assessment Centers,,California,0,2066387,2066387,0,Other,MIRACOSTA COMMUNITY COLLEGE DISTRICT,All - Manufacturing,Yes,No,Rep. Mike Levin ,Democrat,CA-49,West
465,5001900US4813,Texas,33.21,-97.13,geometry and state name,33.21,-97.13,Industrial Research and Assessment Centers,,Texas,0,1400000,1400000,0,Other,UNIVERSITY OF NORTH TEXAS,All - Manufacturing,Yes,No,Rep. Ronny Jackson ,Republican,TX-13,South
466,5001900US0402,Arizona,33.28,-111.9,geometry and state name,33.28,-111.9,Cemvita Factory,Tempe,Arizona,0,0,0,0,Batteries,Cemvita Factory,All - Manufacturing,No,Yes,Rep. Elijah Crane ,Republican,AZ-02,West
467,5001900US0405,Arizona,33.28,-111.7,geometry and state name,33.28,-111.7,Li-Cycle,Gilbert,Arizona,0,0,0,0,Batteries,Li-Cycle,All - Manufacturing,No,Yes,Rep. Andy Biggs ,Republican,AZ-05,West
468,5001900US0405,Arizona,33.28,-111.59,geometry and state name,33.28,-111.59,LG Energy Solution,Queen Creek,Arizona,4110000000,0,4110000000,0,Batteries,LG Energy Solution,All - Manufacturing,No,Yes,Rep. Andy Biggs ,Republican,AZ-05,West
469,5001900US0504,Arkansas,33.28,-93.59,geometry and state name,33.28,-93.59,Standard Lithium,Lewisville,Arkansas,1274000000,0,1274000000,100,Batteries,Standard Lithium,All - Manufacturing,No,Yes,Rep. Bruce Westerman ,Republican,AR-04,South
470,5001900US1312,Georgia,33.457,-81.969,geometry and state name¹,33.28,-82,Aurubis,Augusta,Georgia,347000000,0,347000000,125,Batteries,Aurubis,All - Manufacturing,No,Yes,Rep. Rick Allen ,Republican,GA-12,South
471,5001900US1312,Georgia,33.457,-81.969,geometry and state name¹,33.28,-82,Denkai America,Augusta,Georgia,150000000,0,150000000,250,Batteries,Denkai America,All - Manufacturing,No,Yes,Rep. Rick Allen ,Republican,GA-12,South
472,5001900US0405,Arizona,33.28,-111.7,geometry and state name,33.28,-111.7,ElectraMeccanica,Mesa,Arizona,0,0,0,500,Electric Vehicles,ElectraMeccanica,All - Manufacturing,No,Yes,Rep. Andy Biggs ,Republican,AZ-05,West
473,5001900US0405,Arizona,33.28,-111.59,geometry and state name,33.28,-111.59,LG Energy Solution,Queen Creek,Arizona,1390000000,0,1390000000,2800,Batteries,LG Energy Solution,All - Manufacturing,No,Yes,Rep. Andy Biggs ,Republican,AZ-05,West
474,5001900US2801,Mississippi,33.31,-89.17,geometry and state name,33.31,-89.17,Grants for EE and RE Improvements at Public School Facilities,,Mississippi,0,774915,774915,0,Other,CHOCTAW COUNTY SCHOOL DISTRICT,All,Yes,No,Rep. Trent Kelly ,Republican,MS-01,South
475,5001900US0401,Arizona,33.441,-111.857,geometry and state name¹,33.39,-111.7,Nxu Energy,Mesa,Arizona,0,0,0,0,Batteries,Nxu Energy,All - Manufacturing,No,Yes,Rep. David Schweikert ,Republican,AZ-01,West
476,5001900US1312,Georgia,33.457,-81.969,geometry and state name¹,33.39,-82,Stryten Energy,Augusta,Georgia,0,0,0,0,Batteries,Stryten Energy,All - Manufacturing,No,Yes,Rep. Rick Allen ,Republican,GA-12,South
477,5001900US0404,Arizona,33.39,-111.8,geometry and state name,33.39,-111.8,Amphenol,Mesa,Arizona,0,0,0,50,Solar,Amphenol,All - Manufacturing,No,Yes,Rep. Greg Stanton ,Democrat,AZ-04,West
478,5001900US1312,Georgia,33.457,-81.969,geometry and state name¹,33.39,-82,Syensqo,Augusta,Georgia,517000000,0,517000000,100,Batteries,Syensqo,All - Manufacturing,No,Yes,Rep. Rick Allen ,Republican,GA-12,South
479,5001900US4801,Texas,33.39,-94.2,geometry and state name,33.39,-94.2,TerraVolta,Texarkana,Texas,1000000000,0,1000000000,125,Batteries,TerraVolta,All - Manufacturing,No,Yes,Rep. Nathaniel Moran ,Republican,TX-01,South
480,5001900US1310,Georgia,33.39,-84.09,geometry and state name,33.39,-84.09,NVH Korea,Locust Grove,Georgia,72000000,0,72000000,160,Electric Vehicles,NVH Korea,All - Manufacturing,No,Yes,Rep. Mike Collins ,Republican,GA-10,South
481,5001900US0403,Arizona,33.39,-112.09,geometry and state name,33.39,-112.09,New East Solar,Phoenix,Arizona,0,0,0,350,Solar,New East Solar,All - Manufacturing,No,Yes,Rep. Yassamin Ansari ,Democrat,AZ-03,West
482,5001900US0409,Arizona,33.39,-112.4,geometry and state name,33.39,-112.4,Meyer Burger,Goodyear,Arizona,192000000,0,192000000,630,Solar,Meyer Burger,All - Manufacturing,No,Yes,Rep. Paul Gosar ,Republican,AZ-09,West
483,5001900US1303,Georgia,33.39,-84.7,geometry and state name,33.39,-84.7,Freyr,Newnan,Georgia,2570000000,0,2570000000,723,Batteries,Freyr,All - Manufacturing,No,Yes,Rep. Brian Jack ,Republican,GA-03,South
484,5001900US0404,Arizona,33.42,-111.94,geometry and state name,33.42,-111.94,Four Regional Clean Direct Air Capture Hubs,,Arizona,0,11266391,11266391,0,Fossil,ARIZONA STATE UNIVERSITY,All,Yes,No,Rep. Greg Stanton ,Democrat,AZ-04,West
485,5001900US0404,Arizona,33.42,-111.94,geometry and state name,33.42,-111.94,Energy Efficiency and Conservation Block Grant Program,,Arizona,0,236650,236650,0,Other,City of Tempe,All,Yes,No,Rep. Greg Stanton ,Democrat,AZ-04,West
486,5001900US0404,Arizona,33.42,-111.94,geometry and state name,33.42,-111.94,Energy Improvement in Rural and Remote Areas,,Arizona,0,9114064,9114064,0,Other,ARIZONA STATE UNIVERSITY,All,Yes,No,Rep. Greg Stanton ,Democrat,AZ-04,West
487,5001900US4801,Texas,33.43,-94.06,geometry and state name,33.43,-94.06,Battery Material Processing Grants,,Texas,0,225000000,225000000,0,Batteries,TERRAVOLTA RESOURCES LLC,All - Manufacturing,Yes,No,Rep. Nathaniel Moran ,Republican,TX-01,South
488,5001900US4801,Texas,33.43,-94.06,geometry and state name,33.43,-94.06,Energy Efficiency and Conservation Block Grant Program,,Texas,0,76440,76440,0,Other,"City of Texarkana, Texas",All,Yes,No,Rep. Nathaniel Moran ,Republican,TX-01,South
489,5001900US0403,Arizona,33.44,-112.07,geometry and state name,33.44,-112.07,Preventing Outages & Enhancing Grid Resilience (IIJA Sec. 40101),,Arizona,0,50000000,50000000,0,Grid,ARIZONA PUBLIC SERVICE COMPANY,All,Yes,No,Rep. Yassamin Ansari ,Democrat,AZ-03,West
490,5001900US0403,Arizona,33.44,-112.07,geometry and state name,33.44,-112.07,Smart Grid Investment Matching Grants Program,,Arizona,0,20000000,20000000,0,Grid,ARIZONA PUBLIC SERVICE COMPANY,All,Yes,No,Rep. Yassamin Ansari ,Democrat,AZ-03,West
491,5001900US0403,Arizona,33.44,-112.07,geometry and state name,33.44,-112.07,Transmission Facilitation Fund,,Arizona,0,226336500,226336500,0,Grid,"TransCanyon Western Development, LLC",All,Yes,No,Rep. Yassamin Ansari ,Democrat,AZ-03,West
492,5001900US0403,Arizona,33.44,-112.07,geometry and state name,33.44,-112.07,Current and Former Mine Land Clean Energy Demos,,Arizona,0,80000000,80000000,0,Other,FREEPORT MINERALS CORPORATION,All,Yes,No,Rep. Yassamin Ansari ,Democrat,AZ-03,West
493,5001900US0403,Arizona,33.44,-112.07,geometry and state name,33.44,-112.07,Energy Efficiency and Conservation Block Grant Program,,Arizona,0,2068370,2068370,0,Other,EXECUTIVE OFFICE OF THE STATE OF ARIZONA,All,Yes,No,Rep. Yassamin Ansari ,Democrat,AZ-03,West
494,5001900US1310,Georgia,33.44,-84.14,geometry and state name,33.44,-84.14,Energy Efficiency and Conservation Block Grant Program,,Georgia,0,249580,249580,0,Other,COUNTY OF HENRY,All,Yes,No,Rep. Mike Collins ,Republican,GA-10,South
495,5001900US0403,Arizona,33.44,-112.07,geometry and state name,33.44,-112.07,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,Arizona,0,1690280,1690280,0,Other,EXECUTIVE OFFICE OF THE STATE OF ARIZONA,All,Yes,No,Rep. Yassamin Ansari ,Democrat,AZ-03,West
496,5001900US0403,Arizona,33.44,-112.07,geometry alone; state name conflicts,33.44,-112.07,IRA Section 50121 Home Energy Whole House Rebates,,Arkansas,0,1760238,1760238,0,Other,EXECUTIVE OFFICE OF THE STATE OF ARIZONA,All,Yes,No,Undetermined,Undetermined,,
497,5001900US0403,Arizona,33.44,-112.07,geometry and state name,33.44,-112.07,IRA Section 50122A High Efficiency Rebate Program States,,Arizona,0,76421080,76421080,0,Other,EXECUTIVE OFFICE OF THE STATE OF ARIZONA,All,Yes,No,Rep. Yassamin Ansari ,Democrat,AZ-03,West
498,5001900US0403,Arizona,33.44,-112.07,geometry and state name,33.44,-112.07,IRA Section 50131b Building Energy Code,,Arizona,0,17816871,17816871,0,Other,EXECUTIVE OFFICE OF THE STATE OF ARIZONA,All,Yes,No,Rep. Yassamin Ansari ,Democrat,AZ-03,West
499,5001900US0403,Arizona,33.44,-112.07,geometry and state name,33.44,-112.07,IRA Section 50131c Zero Energy Code,,Arizona,0,17816871,17816871,0,Other,EXECUTIVE OFFICE OF THE STATE OF ARIZONA,All,Yes,No,Rep. Yassamin Ansari ,Democrat,AZ-03,West
500,5001900US0403,Arizona,33.44,-112.07,geometry alone; state name conflicts,33.44,-112.07,State Energy Program Grants,,Arkansas,0,7398110,7398110,0,Other,EXECUTIVE OFFICE OF THE STATE OF ARIZONA,All,Yes,No,Undetermined,Undetermined,,
501,5001900US0403,Arizona,33.44,-112.07,geometry and state name,33.44,-112.07,Weatherization Assistance Program,,Arizona,0,47518610,47518610,0,Other,"HOUSING, ARIZONA DEPARTMENT OF",All,Yes,No,Rep. Yassamin Ansari ,Democrat,AZ-03,West
502,5001900US0409,Arizona,33.704,-112.352,geometry and state name¹,33.5,-112.09,Atkore (Nextracker),Phoenix,Arizona,0,0,0,0,Solar,Atkore (Nextracker),All - Manufacturing,No,Yes,Rep. Paul Gosar ,Republican,AZ-09,West
503,5001900US4506,South Carolina,33.5,-80.7,geometry and state name,33.5,-80.7,Hounen,Orangeburg County,South Carolina,0,0,0,0,Solar,Hounen,All - Manufacturing,No,Yes,Rep. James Clyburn ,Democrat,SC-06,South
504,5001900US0648,California,33.5,-117.2,geometry and state name,33.5,-117.2,Starz Energies,Temecula,California,0,0,0,60,Batteries,Starz Energies,All - Manufacturing,No,Yes,Rep. Darrell Issa ,Republican,CA-48,West
505,5001900US4506,South Carolina,33.5,-80.7,geometry and state name,33.5,-80.7,Hounen,Orangeburg County,South Carolina,34000000,0,34000000,200,Solar,Hounen,All - Manufacturing,No,Yes,Rep. James Clyburn ,Democrat,SC-06,South
506,5001900US0409,Arizona,33.704,-112.352,geometry and state name¹,33.5,-112,JA Solar,Phoenix,Arizona,61000000,0,61000000,600,Solar,JA Solar,All - Manufacturing,No,Yes,Rep. Paul Gosar ,Republican,AZ-09,West
507,5001900US0107,Alabama,33.51,-86.8,geometry and state name,33.51,-86.8,Energy Efficiency and Conservation Block Grant Program,,Alabama,0,252880,252880,0,Other,CITY OF BIRMINGHAM,All,Yes,No,Rep. Terri Sewell ,Democrat,AL-07,South
508,5001900US0107,Alabama,33.51,-86.8,geometry and state name,33.51,-86.8,Grants for EE and RE Improvements at Public School Facilities,,Alabama,0,14999102,14999102,0,Other,JEFFERSON CO BOARD OF EDUCATION,All,Yes,No,Rep. Terri Sewell ,Democrat,AL-07,South
509,5001900US4819,Texas,33.58,-101.84,geometry and state name,33.58,-101.84,Building Training and Assessment Centers,,Texas,0,900000,900000,0,Other,TEXAS TECH UNIVERSITY SYSTEM,All,Yes,No,Rep. Jody Arrington ,Republican,TX-19,South
510,5001900US0408,Arizona,33.58,-112.2,geometry and state name,33.58,-112.2,Energy Efficiency and Conservation Block Grant Program,,Arizona,0,259960,259960,0,Other,"Glendale, City of",All,Yes,No,Rep. Abraham Hamadeh ,Republican,AZ-08,West
511,5001900US2801,Mississippi,33.6,-88.7,geometry and state name,33.6,-88.7,Southern Ionics,West Point,Mississippi,0,0,0,0,Batteries,Southern Ionics,All - Manufacturing,No,Yes,Rep. Trent Kelly ,Republican,MS-01,South
